All Transactions Activity Types

Account Activity for Individual Brokerage -xxxx from Prior Year

Total:,-125305.18

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
06/04/25,06/04/25,06/05/25,Sold,AGNC INVESTMENT CORP UNSOLICITED TRADE,AGNC,--,-1.0,9.01,9.01,0.0,--,--
06/03/25,06/03/25,06/04/25,Sold,CONFLUENT INC CLASS A UNSOLICITED TRADE,CFLT,--,-1.0,23.44,23.44,0.0,--,--
06/03/25,06/03/25,06/04/25,Sold,ENPHASE ENERGY UNSOLICITED TRADE,ENPH,--,-101.0,43.38,4381.36,0.0,--,--
06/03/25,06/03/25,06/04/25,Bought To Cover,CALL CFLT   06/20/25    23.000,CFLT,--,10.0,1.35,-1355.16,5.16,--,--
06/03/25,06/03/25,06/04/25,Sold To Close,CALL CFLT   06/20/25    21.000,CFLT,--,-10.0,2.75,2744.81,5.16,--,--
06/03/25,06/03/25,06/04/25,Sold,NEW FORTRESS ENERGY INC UNSOLICITED TRADE,NFE,--,-201.0,2.77,556.74,0.0,--,--
06/03/25,06/03/25,06/04/25,Sold,TEXAS INSTRUMENTS UNSOLICITED TRADE,TXN,--,-100.0,183.08,18307.98,0.0,--,--
06/03/25,06/03/25,06/04/25,Bought To Cover,CALL TWO    06/20/25    12.000,TWO,--,4.0,0.05,-20.07,0.07,--,--
06/03/25,06/03/25,06/04/25,Bought To Cover,CALL TXN    06/20/25   170.000,TXN,--,1.0,15.08,-1508.52,0.52,--,--
06/02/25,06/02/25,06/02/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,0.12,0.0,--,--
06/02/25,06/02/25,06/02/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-0.12,0.0,--,--
06/02/25,06/02/25,06/02/25,Dividend,PIMCO CORPORATE & INCOME OPPOR,PTY,--,,,0.12,0.0,--,--
05/30/25,05/30/25,05/30/25,Margin Interest,Thru 05/31/25 for 31 days,--,--,,,-210.52,0.0,--,--
05/30/25,05/30/25,06/02/25,Bought To Cover,PUT  QQQ    05/30/25   519.000,QQQ,--,1.0,4.39,-439.52,0.52,--,--
05/30/25,05/30/25,06/02/25,Bought To Cover,CALL QQQ    05/30/25   518.000,QQQ,--,1.0,0.31,-31.52,0.52,--,--
05/30/25,05/30/25,06/02/25,Sold Short,CALL QQQ    05/30/25   518.000,QQQ,--,-1.0,1.27,126.48,0.52,--,--
05/30/25,05/30/25,06/02/25,Sold Short,PUT  QQQ    05/30/25   519.000,QQQ,--,-1.0,3.64,363.48,0.52,--,--
05/28/25,05/28/25,05/29/25,Sold,VANGUARD EMERGING MARKETS BD UNSOLICITED TRADE,VWOB,--,-1.0,63.84,63.84,0.0,--,--
05/28/25,05/28/25,05/29/25,Sold,NEWMONT CORPORATION UNSOLICITED TRADE,NEM,--,-1.0,52.85,52.85,0.0,--,--
05/28/25,05/28/25,05/29/25,Sold,FUELCELL ENERGY INC NEW UNSOLICITED TRADE,FCEL,--,-1.0,5.79,5.79,0.0,--,--
05/28/25,05/28/25,05/29/25,Sold,ON SEMICONDUCTOR CORP UNSOLICITED TRADE,ON,--,-1.0,43.28,43.28,0.0,--,--
05/28/25,05/28/25,05/29/25,Sold,COMPANIA DE MINAS BUENAVENTURA UNSOLICITED TRADE,BVN,--,-800.0,15.05,12039.87,0.0,--,--
05/28/25,05/28/25,05/29/25,Bought To Cover,CALL BVN    06/20/25    15.000,BVN,--,8.0,0.75,-604.13,4.13,--,--
05/27/25,05/27/25,05/23/25,Option Expired,CALL ENPH   05/23/25    51.000,ENPH,--,1.0,,0.0,0.0,--,--
05/23/25,05/23/25,05/27/25,Sold Short,CALL BVN    06/20/25    15.000,BVN,--,-3.0,0.5,148.44,1.55,--,--
05/22/25,05/22/25,05/23/25,Bought,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,100.0,0.97,-97.0,0.0,--,--
05/20/25,05/20/25,05/20/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,157.55,0.0,--,--
05/20/25,05/20/25,05/20/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-157.55,0.0,--,--
05/20/25,05/20/25,05/20/25,Dividend,PROSPECT CAPITAL CORP,PSEC,--,,,141.71,0.0,--,--
05/20/25,05/20/25,05/20/25,Substitute Dividend,PROSPECT CAPITAL CORP,PSEC,--,,,15.84,0.0,--,--
05/20/25,05/20/25,05/21/25,Bought,NEWMONT CORPORATION UNSOLICITED TRADE,NEM,--,1.0,52.12,-52.12,0.0,--,--
05/20/25,05/20/25,05/21/25,Bought,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,300.0,1.1,-330.0,0.0,--,--
05/20/25,05/20/25,05/21/25,Bought,NEW FORTRESS ENERGY INC UNSOLICITED TRADE,NFE,--,100.0,3.05,-305.0,0.0,--,--
05/20/25,05/20/25,05/21/25,Bought,PROSPECT CAPITAL CORP UNSOLICITED TRADE,PSEC,--,100.0,3.64,-364.0,0.0,--,--
05/20/25,05/20/25,05/21/25,Sold,TEXAS INSTRUMENTS UNSOLICITED TRADE,TXN,--,-1.0,188.47,188.47,0.0,--,--
05/20/25,05/20/25,05/21/25,Sold Short,CALL ENPH   05/23/25    51.000,ENPH,--,-1.0,1.14,113.48,0.52,--,--
05/19/25,05/19/25,05/20/25,Bought,COMPANIA DE MINAS BUENAVENTURA UNSOLICITED TRADE,BVN,--,500.0,14.55,-7275.0,0.0,--,--
05/19/25,05/19/25,05/20/25,Sold Short,CALL BVN    06/20/25    15.000,BVN,--,-5.0,0.45,222.41,2.58,--,--
05/19/25,05/19/25,05/20/25,Bought,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,100.0,1.16,-116.0,0.0,--,--
05/19/25,05/19/25,05/20/25,Sold Short,CALL CFLT   06/20/25    23.000,CFLT,--,-10.0,0.95,944.81,5.16,--,--
05/19/25,05/19/25,05/20/25,Bought To Open,CALL CFLT   06/20/25    21.000,CFLT,--,10.0,1.92,-1925.16,5.16,--,--
05/19/25,05/19/25,05/20/25,Sold Short,CALL O      06/20/25    57.500,O,--,-2.0,0.55,108.96,1.03,--,--
05/19/25,05/19/25,05/16/25,Option Expired,CALL PSEC   05/16/25     4.500,PSEC,--,20.0,,0.0,0.0,--,--
05/19/25,05/19/25,05/16/25,Option Expired,CALL STXS   05/16/25     2.500,STXS,--,14.0,,0.0,0.0,--,--
05/16/25,05/16/25,05/19/25,Bought To Cover,PUT  QQQ    05/16/25   518.000,QQQ,--,1.0,1.1,-110.52,0.52,--,--
05/16/25,05/16/25,05/19/25,Bought To Cover,CALL QQQ    05/16/25   518.000,QQQ,--,1.0,2.65,-265.52,0.52,--,--
05/16/25,05/16/25,05/19/25,Sold,VANGUARD EMERGING MARKETS BD UNSOLICITED TRADE,VWOB,--,-100.0,64.03,6402.98,0.0,--,--
05/16/25,05/16/25,05/19/25,Bought To Cover,CALL VWOB   06/20/25    64.000,VWOB,--,1.0,0.83,-83.52,0.52,--,--
05/15/25,05/15/25,05/15/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,0.27,0.0,--,--
05/15/25,05/15/25,05/15/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-0.27,0.0,--,--
05/15/25,05/15/25,05/15/25,Dividend,REALTY INCOME CORP REC 05/15/25 PAY 05/15/25 RATE 0.00000000 QTY 0.00000000,O,--,,,0.27,0.0,--,--
05/15/25,05/15/25,05/16/25,Bought,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,20.0,1.04,-20.8,0.0,--,--
05/15/25,05/15/25,05/16/25,Bought,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,86.0,1.2,-103.2,0.0,--,--
05/15/25,05/15/25,05/16/25,Bought,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,80.0,1.25,-100.0,0.0,--,--
05/15/25,05/15/25,05/16/25,Bought,NEW FORTRESS ENERGY INC UNSOLICITED TRADE,NFE,--,100.0,4.39,-439.0,0.0,--,--
05/14/25,05/14/25,05/15/25,Sold Short,CALL QQQ    05/16/25   518.000,QQQ,--,-1.0,3.12,311.48,0.52,--,--
05/14/25,05/14/25,05/15/25,Sold Short,PUT  QQQ    05/16/25   518.000,QQQ,--,-1.0,4.47,446.48,0.52,--,--
05/14/25,05/14/25,05/15/25,Bought,FUELCELL ENERGY INC NEW UNSOLICITED TRADE,FCEL,--,1.0,4.11,-4.11,0.0,--,--
05/14/25,05/14/25,05/15/25,Bought,NEW FORTRESS ENERGY INC UNSOLICITED TRADE,NFE,--,1.0,6.7,-6.7,0.0,--,--
05/14/25,05/14/25,05/15/25,Bought,COMPANIA DE MINAS BUENAVENTURA UNSOLICITED TRADE,BVN,--,100.0,14.23,-1423.0,0.0,--,--
05/13/25,05/13/25,05/13/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,137.36,0.0,--,--
05/13/25,05/13/25,05/13/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-137.36,0.0,--,--
05/13/25,05/13/25,05/13/25,Qualified Dividend,TEXAS INSTRUMENTS REC 05/13/25 PAY 05/13/25 RATE 0.00000000 QTY 0.00000000,TXN,--,,,137.36,0.0,--,--
05/12/25,05/12/25,05/12/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,28.02,0.0,--,--
05/12/25,05/12/25,05/12/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-28.02,0.0,--,--
05/12/25,05/12/25,05/12/25,Dividend,COMPANIA DE MINAS BUENAVENTURA ADJ GROSS DIV AMOUNT      1.20 FOREIGN TAX PAID IS       1.20,BVN,--,,,0.0,0.0,--,--
05/12/25,05/12/25,05/12/25,Qualified Dividend,COMPANIA DE MINAS BUENAVENTURA,BVN,--,,,28.02,0.0,--,--
05/12/25,05/12/25,05/13/25,Bought,COMPANIA DE MINAS BUENAVENTURA UNSOLICITED TRADE,BVN,--,100.0,14.22,-1422.0,0.0,--,--
05/12/25,05/12/25,05/13/25,Bought To Cover,CALL O      05/16/25    55.000,O,--,2.0,1.1,-221.03,1.03,--,--
05/12/25,05/12/25,05/13/25,Bought,ENPHASE ENERGY UNSOLICITED TRADE,ENPH,--,100.0,50.84,-5084.0,0.0,--,--
05/12/25,05/12/25,05/13/25,Bought To Cover,CALL BVN    06/20/25    15.000,BVN,--,1.0,0.5,-50.52,0.52,--,--
05/12/25,05/12/25,05/13/25,Sold Short,CALL TWO    06/20/25    12.000,TWO,--,-4.0,0.45,177.91,2.08,--,--
05/09/25,05/09/25,05/09/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,0.12,0.0,--,--
05/09/25,05/09/25,05/09/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-0.12,0.0,--,--
05/09/25,05/09/25,05/09/25,Dividend,AGNC INVESTMENT CORP REC 05/09/25 PAY 05/09/25 RATE 0.00000000 QTY 0.00000000,AGNC,--,,,0.12,0.0,--,--
05/09/25,05/09/25,05/12/25,Bought To Cover,CALL CFLT   05/16/25    21.000,CFLT,--,10.0,0.57,-575.16,5.16,--,--
05/09/25,05/09/25,05/12/25,Sold To Close,CALL CFLT   05/16/25    20.000,CFLT,--,-10.0,1.14,1134.77,5.2,--,--
05/09/25,05/09/25,05/12/25,Sold,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,-1.0,9.5,9.49,0.01,--,--
05/09/25,05/09/25,05/12/25,Sold,LITHIUM AMERS CORP NEW UNSOLICITED TRADE,LAC,--,-1.0,3.17,3.16,0.01,--,--
05/09/25,05/09/25,05/12/25,Sold,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,-1.0,5.57,5.56,0.01,--,--
05/09/25,05/09/25,05/12/25,Sold To Close,CALL ETSY   05/16/25    43.000,ETSY,--,-10.0,5.18,5174.66,5.31,--,--
05/09/25,05/09/25,05/12/25,Bought To Cover,CALL ETSY   05/16/25    43.500,ETSY,--,10.0,4.72,-4725.16,5.16,--,--
05/08/25,05/08/25,05/09/25,Bought,T1 ENERGY INC NEW UNSOLICITED TRADE,TE,--,14.0,1.3,-18.2,0.0,--,--
05/08/25,05/08/25,05/09/25,Sold,ETSY INC COM UNSOLICITED TRADE,ETSY,--,-1.0,47.67,47.66,0.01,--,--
05/08/25,05/08/25,05/09/25,Bought To Cover,CALL CSIQ   05/16/25     8.000,CSIQ,--,1.0,1.1,-110.52,0.52,--,--
05/08/25,05/08/25,05/09/25,Sold,INTL BUSINESS MACHINES CORP UNSOLICITED TRADE,IBM,--,-1.0,255.77,255.76,0.01,--,--
05/08/25,05/08/25,05/09/25,Sold,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,-1.0,16.5,16.49,0.01,--,--
05/08/25,05/08/25,05/09/25,Sold,WALT DISNEY CO HLDG CO UNSOLICITED TRADE,DIS,--,-1.0,104.97,104.96,0.01,--,--
05/07/25,05/07/25,05/08/25,Bought To Cover,CALL BVN    05/16/25    14.000,BVN,--,1.0,1.2,-120.52,0.52,--,--
05/07/25,05/07/25,05/08/25,Sold Short,CALL BVN    06/20/25    15.000,BVN,--,-1.0,0.93,92.47,0.53,--,--
05/07/25,05/07/25,05/08/25,Sold,STEREOTAXIS INC UNSOLICITED TRADE,STXS,--,-600.0,2.05,1229.86,0.04,--,--
05/07/25,05/07/25,05/08/25,Bought To Cover,CALL STXS   05/16/25     2.500,STXS,--,6.0,0.03,-18.1,0.1,--,--
05/07/25,05/07/25,05/08/25,Bought,TWO HBRS INVT CORP UNSOLICITED TRADE,TWO,--,100.0,11.67,-1167.0,0.0,--,--
05/07/25,05/07/25,05/08/25,Bought,TWO HBRS INVT CORP UNSOLICITED TRADE,TWO,--,100.0,11.65,-1165.0,0.0,--,--
05/07/25,05/07/25,05/08/25,Sold Short,CALL TXN    06/20/25   170.000,TXN,--,-1.0,4.5,449.46,0.54,--,--
05/07/25,05/07/25,05/08/25,Bought To Cover,CALL SEDG   06/20/25    12.500,SEDG,--,6.0,3.48,-2091.1,3.1,--,--
05/07/25,05/07/25,05/08/25,Bought,TWO HBRS INVT CORP UNSOLICITED TRADE,TWO,--,100.0,11.68,-1168.0,0.0,--,--
05/07/25,05/07/25,05/08/25,Sold,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,-600.0,15.08,9047.64,0.26,--,--
05/07/25,05/07/25,05/08/25,Sold Short,CALL O      05/16/25    55.000,O,--,-1.0,2.2,219.47,0.53,--,--
05/07/25,05/07/25,05/08/25,Sold Short,CALL O      05/16/25    55.000,O,--,-1.0,2.15,214.47,0.53,--,--
05/06/25,05/06/25,05/07/25,Bought To Cover,CALL CSIQ   06/20/25     9.000,CSIQ,--,2.0,0.9,-181.03,1.03,--,--
05/06/25,05/06/25,05/07/25,Bought To Cover,CALL PSEC   06/20/25     3.500,PSEC,--,10.0,0.15,-155.16,5.16,--,--
05/05/25,05/05/25,05/05/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,32.75,0.0,--,--
05/05/25,05/05/25,05/05/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-32.75,0.0,--,--
05/05/25,05/05/25,05/05/25,Dividend,VANGUARD EMERGING MARKETS BD,VWOB,--,,,32.75,0.0,--,--
05/05/25,05/05/25,05/06/25,Bought To Cover,CALL TXN    06/20/25   175.000,TXN,--,1.0,2.99,-299.52,0.52,--,--
05/02/25,05/02/25,05/05/25,Bought To Cover,CALL ARRY   05/16/25     5.000,ARRY,--,5.0,0.55,-277.58,2.58,--,--
05/02/25,05/02/25,05/05/25,Bought,TWO HBRS INVT CORP UNSOLICITED TRADE,TWO,--,100.0,11.88,-1188.0,0.0,--,--
05/02/25,05/02/25,05/05/25,Bought,REALTY INCOME CORP UNSOLICITED TRADE,O,--,100.0,56.87,-5687.0,0.0,--,--
05/02/25,05/02/25,05/05/25,Bought,REALTY INCOME CORP UNSOLICITED TRADE,O,--,100.0,56.89,-5689.0,0.0,--,--
05/02/25,05/02/25,05/05/25,Bought To Cover,CALL CSIQ   06/20/25     9.000,CSIQ,--,2.0,1.27,-255.03,1.03,--,--
05/02/25,05/02/25,05/05/25,Bought To Cover,CALL CSIQ   05/16/25     7.000,CSIQ,--,1.0,2.61,-261.52,0.52,--,--
05/02/25,05/02/25,05/05/25,Sold,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,-200.0,9.57,1913.91,0.06,--,--
05/02/25,05/02/25,05/05/25,Sold,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,-200.0,9.57,1913.91,0.06,--,--
05/02/25,05/02/25,05/05/25,Bought To Cover,CALL CSIQ   05/16/25     7.000,CSIQ,--,1.0,2.63,-263.52,0.52,--,--
05/02/25,05/02/25,05/05/25,Sold,QORVO INC COM UNSOLICITED TRADE,QRVO,--,-1.0,71.55,71.54,0.01,--,--
05/02/25,05/02/25,05/05/25,Sold Short,CALL TXN    06/20/25   175.000,TXN,--,-1.0,3.85,384.46,0.54,--,--
05/02/25,05/02/25,05/05/25,Sold,LULULEMON ATHLETICA INC UNSOLICITED TRADE,LULU,--,-10.0,277.0,2769.92,0.08,--,--
05/01/25,05/01/25,05/01/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,0.12,0.0,--,--
05/01/25,05/01/25,05/01/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-0.12,0.0,--,--
05/01/25,05/01/25,05/01/25,Dividend,PIMCO CORPORATE & INCOME OPPOR,PTY,--,,,0.12,0.0,--,--
05/01/25,05/01/25,05/02/25,Sold,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,-100.0,9.41,940.95,0.03,--,--
05/01/25,05/01/25,05/02/25,Sold,CANADIAN SOLAR INC UNSOLICITED TRADE,CSIQ,--,-200.0,9.42,1883.91,0.06,--,--
05/01/25,05/01/25,05/02/25,Sold,ARRAY TECHNOLOGIES INC COM SHS UNSOLICITED TRADE,ARRY,--,-500.0,5.12,2559.84,0.08,--,--
05/01/25,05/01/25,05/02/25,Bought To Open,CALL ETSY   05/16/25    43.000,ETSY,--,10.0,1.66,-1665.16,5.16,--,--
05/01/25,05/01/25,05/02/25,Bought To Open,CALL CFLT   05/16/25    20.000,CFLT,--,10.0,1.14,-1145.16,5.16,--,--
05/01/25,05/01/25,05/02/25,Sold Short,CALL ETSY   05/16/25    43.500,ETSY,--,-10.0,1.4,1394.77,5.2,--,--
05/01/25,05/01/25,05/02/25,Sold Short,CALL CFLT   05/16/25    21.000,CFLT,--,-10.0,0.67,664.79,5.18,--,--
05/01/25,05/01/25,05/02/25,Bought,ETSY INC COM UNSOLICITED TRADE,ETSY,--,1.0,43.32,-43.32,0.0,--,--
04/30/25,04/30/25,04/30/25,Margin Interest,Thru 04/30/25 for 30 days,--,--,,,-275.4,0.0,--,--
04/30/25,04/30/25,05/01/25,Bought To Cover,CALL QRVO   06/20/25    65.000,QRVO,--,1.0,7.97,-797.52,0.52,--,--
04/30/25,04/30/25,05/01/25,Sold,QORVO INC COM UNSOLICITED TRADE,QRVO,--,-100.0,69.94,6993.78,0.2,--,--
04/29/25,04/29/25,04/30/25,Sold,HEWLETT PACKARD ENTERPRISE UNSOLICITED TRADE,HPE,--,-1.0,16.35,16.34,0.01,--,--
04/29/25,04/29/25,04/30/25,Sold,ENPHASE ENERGY UNSOLICITED TRADE,ENPH,--,-200.0,47.7,9539.7,0.27,--,--
04/29/25,04/29/25,04/30/25,Bought To Cover,CALL ENPH   06/20/25    45.000,ENPH,--,2.0,5.93,-1187.03,1.03,--,--
04/29/25,04/29/25,04/30/25,Bought To Cover,CALL LAC    05/16/25     2.500,LAC,--,2.0,0.45,-91.03,1.03,--,--
04/29/25,04/29/25,04/30/25,Sold Short,CALL LAC    06/20/25     3.000,LAC,--,-2.0,0.25,48.95,1.04,--,--
04/28/25,04/28/25,04/29/25,Sold Short,CALL PSEC   06/20/25     3.500,PSEC,--,-10.0,0.25,244.8,5.17,--,--
04/25/25,04/25/25,04/28/25,Sold,NVIDIA CORPORATION UNSOLICITED TRADE,NVDA,--,-1.0,108.67,108.66,0.01,--,--
04/25/25,04/25/25,04/28/25,Sold Short,CALL ENPH   06/20/25    45.000,ENPH,--,-2.0,5.2,1038.93,1.06,--,--
04/25/25,04/25/25,04/28/25,Bought To Cover,CALL SEDG   06/20/25    15.000,SEDG,--,5.0,0.96,-482.58,2.58,--,--
04/25/25,04/25/25,04/28/25,Sold Short,CALL SEDG   06/20/25    12.500,SEDG,--,-5.0,1.82,907.38,2.61,--,--
04/25/25,04/25/25,04/28/25,Bought,PROSPECT CAPITAL CORP UNSOLICITED TRADE,PSEC,--,100.0,3.64,-364.0,0.0,--,--
04/25/25,04/25/25,04/28/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,100.0,11.78,-1178.0,0.0,--,--
04/25/25,04/25/25,04/28/25,Sold Short,CALL SEDG   06/20/25    12.500,SEDG,--,-1.0,1.67,166.47,0.53,--,--
04/25/25,04/25/25,04/28/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,100.0,11.85,-1185.0,0.0,--,--
04/25/25,04/25/25,04/28/25,Bought To Cover,CALL ENPH   06/20/25    50.000,ENPH,--,2.0,2.68,-537.03,1.03,--,--
04/25/25,04/25/25,04/28/25,Sold Short,CALL SEDG   06/20/25    15.000,SEDG,--,-1.0,0.86,85.47,0.53,--,--
04/25/25,04/25/25,04/28/25,Bought,PROSPECT CAPITAL CORP UNSOLICITED TRADE,PSEC,--,100.0,3.66,-366.0,0.0,--,--
04/24/25,04/24/25,04/25/25,Sold,COSTCO WHOLESALE CORP NEW UNSOLICITED TRADE,COST,--,-1.0,974.53,974.5,0.03,--,--
04/24/25,04/24/25,04/25/25,Sold Short,CALL CSIQ   06/20/25     9.000,CSIQ,--,-4.0,0.6,237.91,2.08,--,--
04/24/25,04/24/25,04/25/25,Sold Short,CALL ENPH   06/20/25    50.000,ENPH,--,-2.0,3.15,628.94,1.05,--,--
04/24/25,04/24/25,04/25/25,Sold Short,CALL SEDG   06/20/25    15.000,SEDG,--,-4.0,1.04,413.9,2.09,--,--
04/24/25,04/24/25,04/25/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,100.0,12.37,-1237.0,0.0,--,--
04/24/25,04/24/25,04/25/25,Bought,ENPHASE ENERGY UNSOLICITED TRADE,ENPH,--,100.0,46.11,-4611.0,0.0,--,--
04/24/25,04/24/25,04/25/25,Bought,QORVO INC COM UNSOLICITED TRADE,QRVO,--,100.0,62.75,-6275.0,0.0,--,--
04/24/25,04/24/25,04/25/25,Bought,ENPHASE ENERGY UNSOLICITED TRADE,ENPH,--,100.0,46.07,-4607.0,0.0,--,--
04/24/25,04/24/25,04/25/25,Sold Short,CALL QRVO   06/20/25    65.000,QRVO,--,-1.0,4.4,439.46,0.54,--,--
04/24/25,04/24/25,04/25/25,Bought To Cover,PUT  SEDG   05/16/25    12.500,SEDG,--,2.0,1.53,-307.03,1.03,--,--
04/24/25,04/24/25,04/25/25,Bought,SOLAREDGE TECHNOLOGIES INC UNSOLICITED TRADE,SEDG,--,100.0,12.33,-1233.0,0.0,--,--
04/23/25,04/23/25,04/24/25,Bought To Cover,CALL CSIQ   05/16/25     8.000,CSIQ,--,1.0,0.5,-50.52,0.52,--,--
04/23/25,04/23/25,04/24/25,Sold,FIRST SOLAR INC COM UNSOLICITED TRADE,FSLR,--,-1.0,131.08,131.07,0.01,--,--
04/23/25,04/23/25,04/24/25,Sold,DNP SELECT INCOME INC UNSOLICITED TRADE,DNP,--,-1.0,9.47,9.46,0.01,--,--
04/23/25,04/23/25,04/24/25,Sold,DIREXION DAILY SEMI.BULL 3X UNSOLICITED TRADE,SOXL,--,-200.0,10.252,2050.35,0.06,--,--
04/23/25,04/23/25,04/24/25,Sold Short,CALL LAC    06/20/25     3.000,LAC,--,-1.0,0.2,19.47,0.53,--,--
04/23/25,04/23/25,04/24/25,Sold Short,CALL VWOB   06/20/25    64.000,VWOB,--,-1.0,0.6,59.47,0.53,--,--
04/23/25,04/23/25,04/24/25,Bought To Cover,CALL CSIQ   05/16/25     9.000,CSIQ,--,1.0,0.25,-25.52,0.52,--,--
04/21/25,04/21/25,04/21/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,0.13,0.0,--,--
04/21/25,04/21/25,04/21/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-0.13,0.0,--,--
04/21/25,04/21/25,04/18/25,Qualified Dividend,HEWLETT PACKARD ENTERPRISE REC 04/21/25 PAY 04/21/25 RATE 0.00000000 QTY 0.00000000,HPE,--,,,0.13,0.0,--,--
04/21/25,04/21/25,04/22/25,Bought To Cover,CALL CSIQ   05/16/25     8.000,CSIQ,--,2.0,0.3,-61.03,1.03,--,--
04/21/25,04/21/25,04/22/25,Bought To Cover,CALL LAC    05/16/25     3.000,LAC,--,1.0,0.1,-10.02,0.02,--,--
04/21/25,04/21/25,04/22/25,Bought To Cover,CALL O      06/20/25    57.500,O,--,3.0,2.55,-766.55,1.55,--,--
04/21/25,04/21/25,04/22/25,Sold,REALTY INCOME CORP UNSOLICITED TRADE,O,--,-300.0,58.55,17564.46,0.49,--,--
04/21/25,04/21/25,04/22/25,Bought To Cover,CALL SOXL   05/16/25     9.000,SOXL,--,2.0,1.15,-231.03,1.03,--,--
04/21/25,04/21/25,04/22/25,Bought,NVIDIA CORPORATION UNSOLICITED TRADE,NVDA,--,1.0,98.76,-98.76,0.0,--,--
04/21/25,04/21/25,04/17/25,Option Assigned,PUT  PSEC   04/17/25     5.500,PSEC,--,4.0,,0.0,0.0,--,--
04/21/25,04/21/25,04/17/25,Option Assigned,PUT  STXS   04/17/25     5.000,STXS,--,1.0,,0.0,0.0,--,--
04/21/25,04/21/25,04/21/25,Bought,STEREOTAXIS INC,STXS,--,100.0,5.0,-500.0,0.0,--,--
04/21/25,04/21/25,04/21/25,Bought,PROSPECT CAPITAL CORP,PSEC,--,400.0,5.5,-2200.0,0.0,--,--
04/17/25,04/17/25,04/17/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,135.05,0.0,--,--
04/17/25,04/17/25,04/17/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-135.05,0.0,--,--
04/17/25,04/17/25,04/17/25,Dividend,PROSPECT CAPITAL CORP,PSEC,--,,,134.69,0.0,--,--
04/17/25,04/17/25,04/17/25,Substitute Dividend,PROSPECT CAPITAL CORP,PSEC,--,,,0.36,0.0,--,--
04/16/25,04/16/25,04/17/25,Bought,DIREXION DAILY SEMI.BULL 3X UNSOLICITED TRADE,SOXL,--,100.0,8.9,-890.0,0.0,--,--
04/16/25,04/16/25,04/17/25,Sold Short,CALL SOXL   05/16/25     9.000,SOXL,--,-1.0,1.49,148.47,0.53,--,--
04/16/25,04/16/25,04/17/25,Sold Short,CALL SOXL   05/16/25     9.000,SOXL,--,-1.0,1.48,147.47,0.53,--,--
04/16/25,04/16/25,04/17/25,Bought,LULULEMON ATHLETICA INC UNSOLICITED TRADE,LULU,--,3.0,249.4,-748.2,0.0,--,--
04/16/25,04/16/25,04/17/25,Bought,DIREXION DAILY SEMI.BULL 3X UNSOLICITED TRADE,SOXL,--,100.0,8.93,-893.0,0.0,--,--
04/16/25,04/16/25,04/17/25,Sold Short,CALL CSIQ   05/16/25     7.000,CSIQ,--,-1.0,0.7,69.47,0.53,--,--
04/16/25,04/16/25,04/17/25,Sold Short,CALL LAC    05/16/25     2.500,LAC,--,-2.0,0.35,68.95,1.04,--,--
